nimpa.shop;2;2;1;104.21.23.209;;1789857983;1789857983
nokvio.shop;2;2;1;172.67.140.250;;1789835865;1789835865
novaland-oceanresidence.blogspot.com;2;2;16;142.251.179.132;us;1772255699;1790064431
odicdsfe.blogspot.com;2;2;18;172.253.115.132;us;1772331309;1790041993
olspsystem.blogspot.com;2;2;17;142.251.179.132;us;1772407650;1790030156
onlinegamblingbonus.online;2;2;1;104.21.51.82;;1789423216;1789423216
onlineshoppingidea.com;2;2;1;104.21.20.72;;1787390211;1787390211
onvaxs.com;2;2;1;172.67.214.193;;1788563288;1790020635
orplio.shop;2;2;1;104.21.63.229;;1789920401;1789920401
pamto.shop;2;2;1;172.67.219.108;;1790072850;1790072850
partio.shop;2;2;1;104.21.44.112;;1790034071;1790034071
pasteurnorte29.blogspot.com;2;2;1;172.253.62.132;us;1773848200;1778547238
phanerosart.com;2;2;1;172.67.176.174;;1788302851;1789789934
plazop.com;2;2;1;104.207.79.38;us;1790079202;1790079202
plrdownloadshub.com;2;2;1;172.67.166.90;;1788362126;1789868213
plumeriamarketing.com;2;2;2;172.67.160.252;;1787827308;1790050916
premiumseo.shop;2;2;1;104.21.80.247;;1789939276;1789939276
primenewsartical.com;2;2;2;172.67.158.108;;1788730630;1789861356
probsee.com;2;2;1;104.21.31.35;;1784554157;1784554157
pudhe.com;2;2;2;184.168.115.60;sg;1775647940;1778355017
qilins.pages.dev;2;2;1;172.66.44.242;;1775252194;1775252194
quidditch.info;2;2;1;104.21.62.83;;1789278989;1789278989
quotesblom.com;2;2;1;104.21.14.53;;1789865754;1789865754
rdxextremez.com;2;2;1;172.67.167.172;;1789496962;1789496962
read.org.in;2;2;3;118.139.178.200;sg;1772087991;1778441896
realwinningonlinecasino.online;2;2;1;172.67.143.60;;1789310369;1789310369
royalbambino.com;2;2;1;45.77.167.133;us;1779333105;1788062137
royaldb.us.com;2;2;1;104.21.87.48;;1788737875;1788737875
sahammurah.com;2;2;1;172.67.181.144;;1788118702;1789123658
seol.store;2;2;5;104.21.54.152;;1768416627;1790033927
shopandsavefromhomees.blogspot.com;2;2;4;172.253.62.132;us;1774915500;1778514044
